file,split,zone_raw,color_raw,defect_code,bbox_cx,bbox_cy,bbox_area,match_level,distance,defect_id,inspection_id,dd_defect_type,dd_zone,dd_color,dd_severity,dd_rework,dd_rework_min,dd_area_mm2,dd_x_mm,dd_y_mm,dd_confidence
rocker_black_000024,train,rocker,black,PBB,0.175391,0.725694,0.004268,exact_3,0.1215,DEF0000042577,INS0002756991,PBB,ROCKER,B3L,MINOR,N,30,154.44,453.0,697.0,0.9171
rocker_black_000045,train,rocker,black,DNT,0.755469,0.727778,0.005317,exact_3,0.0579,DEF0000137330,INS0001011302,DNT,ROCKER,B3L,MAJOR,Y,45,89.36,1729.0,628.5,0.9875
rocker_black_000134,train,rocker,black,ORG,0.114062,0.398611,0.005625,exact_3,0.0431,DEF0000092862,INS0001679560,ORG,ROCKER,B3L,MINOR,N,20,25.83,272.2,282.4,0.9425
rocker_black_000160,train,rocker,black,PDR,0.239063,0.36875,0.002734,exact_3,0.0718,DEF0000112083,INS0000306609,PDR,ROCKER,B3L,MINOR,N,25,248.63,545.2,449.4,0.8579
rocker_black_000204,train,rocker,black,PBB,0.496875,0.477083,0.003876,exact_3,0.1012,DEF0000088559,INS0001605119,PBB,ROCKER,B3L,MINOR,Y,30,195.08,1000.2,404.3,0.9787
rocker_black_000479,train,rocker,black,SCR,0.458984,0.731944,0.00684,exact_3,0.0333,DEF0000168637,INS0002792473,SCR,ROCKER,B3L,MINOR,N,15,203.78,913.5,599.2,0.9827
rocker_black_000479,train,rocker,black,SCR,0.564844,0.227083,0.003581,exact_3,0.0432,DEF0000065894,INS0002161846,SCR,ROCKER,B3L,MINOR,Y,15,78.71,1179.4,183.1,0.8924
rocker_black_000479,train,rocker,black,DST,0.681641,0.796528,0.00376,exact_3,0.0534,DEF0000048311,INS0002397328,DST,ROCKER,B3L,MINOR,N,10,350.26,1329.1,700.6,0.8838
rocker_black_000525,train,rocker,black,DST,0.128906,0.388194,0.003451,exact_3,0.0462,DEF0000027517,INS0000947710,DST,ROCKER,B3L,MINOR,N,10,247.4,181.3,297.1,0.8744
rocker_black_000592,train,rocker,black,DNT,0.417187,0.636111,0.011736,exact_3,0.0623,DEF0000034549,INS0000233007,DNT,ROCKER,B3L,MAJOR,Y,45,327.02,883.9,561.4,0.8503
rocker_black_000592,train,rocker,black,PDR,0.232813,0.539583,0.002889,exact_3,0.157,DEF0000154004,INS0002656663,PDR,ROCKER,B3L,MINOR,Y,25,321.19,238.2,778.2,0.886
rocker_black_000697,train,rocker,black,DNT,0.890625,0.191667,0.004727,exact_3,0.0548,DEF0000014938,INS0000373357,DNT,ROCKER,B3L,MAJOR,Y,45,41.94,1969.5,139.1,0.86
rocker_black_000701,train,rocker,black,GAP,0.364844,0.479861,0.01431,exact_3,0.1236,DEF0000144243,INS0000264177,GAP,ROCKER,B3L,CRITICAL,Y,60,120.6,233.7,398.5,0.8535
rocker_black_000701,train,rocker,black,SCR,0.578906,0.91875,0.009707,exact_3,0.0634,DEF0000112890,INS0002130822,SCR,ROCKER,B3L,MINOR,N,15,235.97,1194.1,796.1,0.8997
rocker_black_000723,train,rocker,black,CRK,0.807422,0.347222,0.01998,exact_3,0.0962,DEF0000003031,INS0001392304,CRK,ROCKER,B3L,CRITICAL,Y,90,341.17,1728.6,162.2,0.9459
rocker_black_000797,train,rocker,black,DNT,0.799219,0.152778,0.009588,exact_3,0.0291,DEF0000093425,INS0002902420,DNT,ROCKER,B3L,MAJOR,Y,45,255.12,1682.8,62.0,0.8725
rocker_black_000798,train,rocker,black,PDR,0.357812,0.226389,0.003698,exact_3,0.126,DEF0000048201,INS0001807540,PDR,ROCKER,B3L,MINOR,N,25,430.66,614.8,117.5,0.9702
rocker_blue_000187,train,rocker,blue,DST,0.564063,0.316667,0.003398,exact_3,0.1314,DEF0000020941,INS0001195138,DST,ROCKER,ABP,MINOR,N,10,264.6,1343.0,163.4,0.8706
rocker_blue_000201,train,rocker,blue,SCR,0.867188,0.411111,0.007448,exact_3,0.086,DEF0000167098,INS0000379163,SCR,ROCKER,ABP,MINOR,Y,15,171.6,1877.7,337.1,0.8596
rocker_blue_000217,train,rocker,blue,GAP,0.511328,0.698611,0.030959,exact_3,0.1485,DEF0000170070,INS0002586180,GAP,ROCKER,ABP,CRITICAL,Y,60,424.51,1344.3,677.4,0.8681
rocker_blue_000217,train,rocker,blue,PDR,0.371094,0.443056,0.003802,exact_3,0.1442,DEF0000092106,INS0002197575,PDR,ROCKER,ABP,MINOR,N,25,480.86,675.0,596.3,0.8607
rocker_blue_000222,train,rocker,blue,PBB,0.573047,0.349306,0.004871,exact_3,0.1322,DEF0000059092,INS0000087475,PBB,ROCKER,ABP,MINOR,Y,30,266.37,1039.8,320.5,0.8852
rocker_blue_000327,train,rocker,blue,CRK,0.901953,0.204167,0.015497,exact_3,0.3917,DEF0000070747,INS0002283960,CRK,ROCKER,ABP,CRITICAL,Y,90,317.95,1141.8,94.9,0.9058
rocker_blue_000499,train,rocker,blue,DST,0.866797,0.377083,0.003623,exact_3,0.1118,DEF0000167099,INS0000379163,DST,ROCKER,ABP,MINOR,Y,10,298.88,1922.2,355.3,0.8805
rocker_blue_000499,train,rocker,blue,DNT,0.303906,0.519444,0.004171,exact_3,0.1015,DEF0000157303,INS0000287790,DNT,ROCKER,ABP,MAJOR,Y,45,38.25,868.2,401.7,0.8713
rocker_blue_000499,train,rocker,blue,PBB,0.934375,0.266667,0.00605,exact_3,0.1271,DEF0000096547,INS0000275671,PBB,ROCKER,ABP,MINOR,N,30,449.45,1730.7,142.2,0.864
rocker_blue_000593,train,rocker,blue,PBB,0.532813,0.472222,0.005608,exact_3,0.051,DEF0000146489,INS0002737476,PBB,ROCKER,ABP,MINOR,N,30,355.1,1040.5,385.3,0.9105
rocker_blue_000714,train,rocker,blue,PBB,0.509766,0.825694,0.001898,exact_3,0.1351,DEF0000025770,INS0002738343,PBB,ROCKER,ABP,MINOR,N,30,80.2,983.5,760.0,0.8771
rocker_blue_000714,train,rocker,blue,DST,0.213281,0.271528,0.003027,exact_3,0.1114,DEF0000162264,INS0000424592,DST,ROCKER,ABP,MINOR,Y,10,143.55,672.4,139.8,0.9536
rocker_blue_000770,train,rocker,blue,GAP,0.648047,0.481944,0.014974,exact_3,0.0869,DEF0000052145,INS0001795768,GAP,ROCKER,ABP,CRITICAL,Y,60,133.7,1648.3,311.7,0.9583
rocker_blue_000770,train,rocker,blue,PBB,0.273828,0.609028,0.004584,exact_3,0.0714,DEF0000056533,INS0002164102,PBB,ROCKER,ABP,MINOR,Y,30,263.9,429.7,551.3,0.9891
rocker_blue_000770,train,rocker,blue,SCR,0.140234,0.301389,0.002949,exact_3,0.0429,DEF0000009243,INS0000379563,SCR,ROCKER,ABP,MINOR,N,15,24.35,192.2,295.6,0.8965
rocker_bronze_000150,train,rocker,bronze,CRK,0.741016,0.4,0.015365,exact_2,0.0989,DEF0000139072,INS0002158219,CRK,ROCKER,P2W,CRITICAL,Y,90,285.58,1440.0,222.6,0.965
rocker_bronze_000193,train,rocker,bronze,PDR,0.340625,0.341667,0.002552,exact_2,0.0551,DEF0000169843,INS0001717175,PDR,ROCKER,B3L,MINOR,Y,25,158.78,721.9,380.5,0.9415
rocker_bronze_000193,train,rocker,bronze,ORG,0.392969,0.816667,0.01,exact_2,0.0556,DEF0000155888,INS0002771775,ORG,ROCKER,WC9,MINOR,Y,20,217.48,813.2,755.6,0.8763
rocker_bronze_000252,train,rocker,bronze,DNT,0.157031,0.780556,0.003906,exact_2,0.0241,DEF0000102973,INS0000786821,DNT,ROCKER,C5G,MAJOR,Y,45,19.97,275.7,722.3,0.883
rocker_bronze_000252,train,rocker,bronze,DNT,0.142969,0.190278,0.011289,exact_2,0.0506,DEF0000148306,INS0002591212,DNT,ROCKER,YW6,MAJOR,Y,45,318.21,292.1,80.2,0.879
rocker_bronze_000408,train,rocker,bronze,DNT,0.5875,0.384722,0.017226,exact_2,0.0519,DEF0000073928,INS0000193999,DNT,ROCKER,B3L,MAJOR,Y,45,474.38,1207.9,341.0,0.8903
rocker_bronze_000408,train,rocker,bronze,SCR,0.796484,0.8,0.00584,exact_2,0.0497,DEF0000043339,INS0001299013,SCR,ROCKER,B3L,MINOR,N,15,154.7,1665.1,692.1,0.8796
rocker_bronze_000530,train,rocker,bronze,DNT,0.74375,0.388889,0.010851,exact_2,0.0415,DEF0000103253,INS0001519079,DNT,ROCKER,C5G,MAJOR,Y,45,306.47,1585.8,289.7,0.9516
rocker_bronze_000530,train,rocker,bronze,PDR,0.519531,0.470833,0.004071,exact_2,0.0505,DEF0000058343,INS0002546671,PDR,ROCKER,P2W,MINOR,N,25,464.13,1136.8,682.1,0.8753
rocker_gray_000013,train,rocker,gray,PDR,0.429688,0.529167,0.002578,exact_3,0.0815,DEF0000156460,INS0002480710,PDR,ROCKER,YW6,MINOR,N,25,156.98,861.4,762.3,0.8511
rocker_gray_000173,train,rocker,gray,SCR,0.846484,0.75,0.009316,exact_3,0.0888,DEF0000137618,INS0001615229,SCR,ROCKER,YW6,MINOR,N,15,236.64,1964.0,615.2,0.8776
rocker_gray_000178,train,rocker,gray,DNT,0.919531,0.336111,0.006267,exact_3,0.0899,DEF0000123703,INS0002204880,DNT,ROCKER,YW6,MAJOR,Y,45,147.82,1989.5,206.5,0.8855
rocker_gray_000178,train,rocker,gray,PBB,0.689844,0.573611,0.003776,exact_3,0.0644,DEF0000045352,INS0001745793,PBB,ROCKER,YW6,MINOR,N,30,143.82,1402.0,510.2,0.903
rocker_gray_000211,train,rocker,gray,SCR,0.208203,0.885417,0.00695,exact_3,0.0912,DEF0000067064,INS0002267119,SCR,ROCKER,YW6,MINOR,N,15,167.34,399.0,719.3,0.8965
rocker_gray_000211,train,rocker,gray,SCR,0.817578,0.810417,0.004626,exact_3,0.0807,DEF0000165630,INS0001213355,SCR,ROCKER,YW6,MINOR,Y,15,103.02,1624.3,713.0,0.885
rocker_gray_000211,train,rocker,gray,SCR,0.905859,0.786806,0.005186,exact_3,0.1069,DEF0000140040,INS0002738347,SCR,ROCKER,YW6,MINOR,N,15,126.79,1994.4,727.0,0.9561
rocker_gray_000485,train,rocker,gray,SCR,0.430859,0.295139,0.012911,exact_3,0.0175,DEF0000128805,INS0002279301,SCR,ROCKER,YW6,MINOR,N,15,321.61,878.6,269.6,0.955
rocker_gray_000540,train,rocker,gray,SCR,0.519922,0.504167,0.003223,exact_3,0.0779,DEF0000072146,INS0001951926,SCR,ROCKER,YW6,MINOR,Y,15,44.85,1230.8,425.5,0.9622
rocker_gray_000540,train,rocker,gray,SCR,0.406641,0.411111,0.008066,exact_3,0.0725,DEF0000032978,INS0000949525,SCR,ROCKER,YW6,MINOR,N,15,209.42,715.0,338.4,0.858
rocker_gray_000611,train,rocker,gray,PBB,0.469922,0.584028,0.005778,exact_3,0.0567,DEF0000055503,INS0000029745,PBB,ROCKER,YW6,MINOR,N,30,417.69,856.7,542.7,0.9096
rocker_gray_000721,train,rocker,gray,SCR,0.279297,0.511806,0.01749,exact_3,0.0997,DEF0000056155,INS0002570211,SCR,ROCKER,YW6,MINOR,Y,15,421.3,564.6,392.1,0.8837
rocker_gray_000721,train,rocker,gray,PDR,0.1875,0.25625,0.005046,exact_3,0.1191,DEF0000050185,INS0000804516,PDR,ROCKER,YW6,MINOR,Y,25,477.74,196.8,190.8,0.947
rocker_gray_000721,train,rocker,gray,PBB,0.840625,0.624306,0.005764,exact_3,0.1109,DEF0000075967,INS0001984252,PBB,ROCKER,YW6,MINOR,N,30,438.7,1889.3,572.6,0.886
rocker_green_000006,train,rocker,green,PDR,0.752344,0.381944,0.003281,exact_2,0.0478,DEF0000092208,INS0000073037,PDR,ROCKER,R4M,MINOR,Y,25,327.03,1598.1,446.2,0.8676
rocker_green_000006,train,rocker,green,PDR,0.169531,0.24375,0.003809,exact_2,0.029,DEF0000118344,INS0001662584,PDR,ROCKER,W8Y,MINOR,N,25,417.99,297.4,204.7,0.8511
rocker_green_000006,train,rocker,green,DNT,0.872656,0.656944,0.017778,exact_2,0.0286,DEF0000009545,INS0002766508,DNT,ROCKER,SWP,MAJOR,Y,45,498.7,1861.4,542.3,0.933
rocker_green_000151,train,rocker,green,SCR,0.883594,0.438889,0.006563,exact_2,0.0284,DEF0000004279,INS0002507139,SCR,ROCKER,TW3,MINOR,Y,15,171.46,1969.6,373.9,0.9075
rocker_green_000219,train,rocker,green,DST,0.680469,0.436806,0.003841,exact_2,0.014,DEF0000109976,INS0001570291,DST,ROCKER,P2W,MINOR,N,10,391.15,1381.2,366.8,0.855
rocker_green_000278,train,rocker,green,SCR,0.252344,0.780556,0.005078,exact_2,0.0636,DEF0000134780,INS0002105205,SCR,ROCKER,P2W,MINOR,Y,15,107.24,392.0,684.5,0.9429
rocker_green_000314,train,rocker,green,PBB,0.494531,0.724306,0.00538,exact_2,0.0528,DEF0000111972,INS0002041445,PBB,ROCKER,N5M,MINOR,N,30,335.03,908.3,666.7,0.9547
rocker_green_000314,train,rocker,green,DST,0.408203,0.297222,0.004236,exact_2,0.0334,DEF0000150870,INS0000625696,DST,ROCKER,P2W,MINOR,N,10,451.84,896.4,249.7,0.9029
rocker_green_000314,train,rocker,green,PBB,0.541797,0.861111,0.004941,exact_2,0.0327,DEF0000124941,INS0001328291,PBB,ROCKER,SSS,MINOR,N,30,321.67,1102.8,796.5,0.9236
rocker_green_000342,train,rocker,green,ORG,0.26875,0.575,0.007296,exact_2,0.0481,DEF0000088655,INS0002657656,ORG,ROCKER,R4M,MINOR,N,20,86.02,585.3,588.7,0.9033
rocker_green_000489,train,rocker,green,CRK,0.34375,0.30625,0.007652,exact_2,0.0716,DEF0000029340,INS0002120268,CRK,ROCKER,SSS,CRITICAL,Y,90,7.63,541.3,180.2,0.9447
rocker_green_000489,train,rocker,green,DNT,0.296094,0.184722,0.010851,exact_2,0.0521,DEF0000133793,INS0000372380,DNT,ROCKER,R4M,MAJOR,Y,45,318.67,605.1,79.5,0.8749
rocker_navy_000186,train,rocker,navy,SCR,0.539844,0.248611,0.006945,exact_2,0.0289,DEF0000015351,INS0000375700,SCR,ROCKER,ABP,MINOR,N,15,186.48,1111.2,197.2,0.911
rocker_navy_000186,train,rocker,navy,DST,0.302734,0.504861,0.002473,exact_2,0.0453,DEF0000007958,INS0002307292,DST,ROCKER,B3L,MINOR,N,10,39.58,702.9,441.1,0.9473
rocker_navy_000218,train,rocker,navy,DNT,0.161719,0.661111,0.004444,exact_2,0.0599,DEF0000088956,INS0000812893,DNT,ROCKER,W8Y,MAJOR,Y,45,27.58,366.7,536.4,0.9402
rocker_navy_000218,train,rocker,navy,GAP,0.480078,0.359722,0.027838,exact_2,0.0434,DEF0000108237,INS0001995239,GAP,ROCKER,SSS,CRITICAL,Y,60,314.11,694.6,154.7,0.9297
rocker_navy_000274,train,rocker,navy,SCR,0.258203,0.292361,0.005266,exact_2,0.0338,DEF0000003860,INS0002628244,SCR,ROCKER,P2W,MINOR,N,15,133.53,382.2,232.5,0.8982
rocker_navy_000304,train,rocker,navy,PBB,0.293359,0.313194,0.002753,exact_2,0.0589,DEF0000110589,INS0002233824,PBB,ROCKER,R4M,MINOR,Y,30,31.04,644.9,210.8,0.9179
rocker_navy_000429,train,rocker,navy,DST,0.930469,0.283333,0.00316,exact_2,0.0474,DEF0000040162,INS0000147650,DST,ROCKER,SWP,MINOR,N,10,173.46,1982.6,227.7,0.9646
rocker_navy_000587,train,rocker,navy,SCR,0.665234,0.613194,0.022751,exact_2,0.0447,DEF0000126304,INS0002232462,SCR,ROCKER,ABP,MINOR,N,15,455.61,1474.6,481.6,0.9848
rocker_navy_000677,train,rocker,navy,DNT,0.80625,0.726389,0.007656,exact_2,0.0463,DEF0000161489,INS0001334251,DNT,ROCKER,P2W,MAJOR,Y,45,181.44,1764.6,675.6,0.8677
rocker_navy_000677,train,rocker,navy,PBB,0.822656,0.691667,0.006597,exact_2,0.0444,DEF0000037766,INS0001232360,PBB,ROCKER,B3L,MINOR,N,30,451.25,1716.3,605.6,0.8957
rocker_navy_000677,train,rocker,navy,GAP,0.428516,0.484722,0.014051,exact_2,0.0422,DEF0000044544,INS0001783536,GAP,ROCKER,YW6,CRITICAL,Y,60,76.92,517.4,363.3,0.8663
rocker_navy_000689,train,rocker,navy,DNT,0.521875,0.306944,0.015109,exact_2,0.0178,DEF0000141597,INS0001925608,DNT,ROCKER,B3L,MAJOR,Y,45,424.52,1141.1,232.6,0.8683
rocker_navy_000689,train,rocker,navy,DNT,0.667969,0.243056,0.013129,exact_2,0.044,DEF0000063179,INS0002073587,DNT,ROCKER,P2W,MAJOR,Y,45,365.51,1361.4,180.5,0.8545
rocker_navy_000733,train,rocker,navy,DST,0.463672,0.827083,0.004435,exact_2,0.0866,DEF0000146741,INS0002976610,DST,ROCKER,B3L,MINOR,N,10,497.72,1012.3,671.3,0.8685
rocker_pearl_white_000110,train,rocker,white,DNT,0.180469,0.838889,0.01615,exact_3,0.032,DEF0000005732,INS0002693610,DNT,ROCKER,P2W,MAJOR,Y,45,442.73,294.6,765.8,0.9038
rocker_pearl_white_000110,train,rocker,white,DNT,0.851562,0.340278,0.004727,exact_3,0.1189,DEF0000133414,INS0002025898,DNT,ROCKER,P2W,MAJOR,Y,45,43.85,1702.0,184.2,0.9292
rocker_pearl_white_000110,train,rocker,white,PDR,0.125781,0.509028,0.002843,exact_3,0.1012,DEF0000086323,INS0001037444,PDR,ROCKER,P2W,MINOR,N,25,295.89,191.2,770.6,0.9688
rocker_pearl_white_000264,train,rocker,white,SCR,0.231641,0.320833,0.00457,exact_3,0.0647,DEF0000032003,INS0002212406,SCR,ROCKER,P2W,MINOR,Y,15,88.31,461.9,283.9,0.8616
rocker_pearl_white_000264,train,rocker,white,CRK,0.388281,0.535417,0.033305,exact_3,0.0828,DEF0000096978,INS0000267817,CRK,ROCKER,P2W,CRITICAL,Y,90,478.83,941.7,432.2,0.961
rocker_pearl_white_000264,train,rocker,white,SCR,0.226562,0.225,0.003385,exact_3,0.0893,DEF0000120610,INS0002038471,SCR,ROCKER,P2W,MINOR,N,15,22.57,380.5,123.3,0.8675
rocker_pearl_white_000267,train,rocker,white,DNT,0.639844,0.273611,0.01,exact_3,0.0905,DEF0000146099,INS0002042485,DNT,ROCKER,P2W,MAJOR,Y,45,233.89,1482.3,162.5,0.9099
rocker_pearl_white_000330,train,rocker,white,ORG,0.122656,0.559722,0.008789,exact_3,0.1337,DEF0000094015,INS0001605394,ORG,ROCKER,P2W,MINOR,N,20,221.41,195.2,597.5,0.9128
rocker_pearl_white_000416,train,rocker,white,PBB,0.940234,0.801389,0.002441,exact_3,0.1275,DEF0000102000,INS0001434275,PBB,ROCKER,P2W,MINOR,N,30,36.76,1982.2,629.3,0.9674
rocker_pearl_white_000418,train,rocker,white,DNT,0.430469,0.620833,0.005317,exact_3,0.0394,DEF0000112254,INS0000444528,DNT,ROCKER,P2W,MAJOR,Y,45,94.78,1063.3,489.7,0.9724
rocker_pearl_white_000522,train,rocker,white,PDR,0.186719,0.382639,0.00319,exact_3,0.0714,DEF0000166097,INS0001879836,PDR,ROCKER,P2W,MINOR,N,25,325.31,217.3,418.9,0.9772
rocker_pearl_white_000537,train,rocker,white,DNT,0.89375,0.511111,0.009588,exact_3,0.1415,DEF0000022214,INS0001873436,DNT,ROCKER,P2W,MAJOR,Y,45,266.61,1752.6,332.2,0.9385
rocker_pearl_white_000792,train,rocker,white,SCR,0.801562,0.455556,0.015234,exact_3,0.0697,DEF0000117349,INS0000938369,SCR,ROCKER,P2W,MINOR,Y,15,348.69,1830.8,387.7,0.9805
rocker_red_000019,train,rocker,red,SCR,0.433984,0.565278,0.009716,exact_3,0.104,DEF0000013189,INS0000990068,SCR,ROCKER,R4M,MINOR,N,15,258.26,1076.0,520.0,0.9622
rocker_red_000076,train,rocker,red,SCR,0.445312,0.745139,0.02727,exact_3,0.1248,DEF0000107041,INS0002870275,SCR,ROCKER,R4M,MINOR,N,15,478.93,1048.8,527.6,0.9636
rocker_red_000155,train,rocker,red,DNT,0.878906,0.431944,0.018338,exact_3,0.0602,DEF0000108690,INS0000761352,DNT,ROCKER,R4M,MAJOR,Y,45,494.13,1947.0,319.2,0.8866
rocker_red_000155,train,rocker,red,ORG,0.810937,0.255556,0.007296,exact_3,0.03,DEF0000079572,INS0000514852,ORG,ROCKER,R4M,MINOR,N,20,113.66,1704.7,210.4,0.9732
rocker_red_000228,train,rocker,red,GAP,0.31875,0.504861,0.014505,exact_3,0.0871,DEF0000044583,INS0000366715,GAP,ROCKER,R4M,CRITICAL,Y,60,118.57,375.2,486.8,0.8964
rocker_red_000371,train,rocker,red,DNT,0.900781,0.572222,0.004171,exact_3,0.0644,DEF0000154553,INS0001111356,DNT,ROCKER,R4M,MAJOR,Y,45,8.21,1887.8,484.7,0.9576
rocker_red_000371,train,rocker,red,SCR,0.322266,0.325694,0.002028,exact_3,0.0684,DEF0000025629,INS0002387781,SCR,ROCKER,R4M,MINOR,N,15,23.6,600.9,243.4,0.9205
rocker_red_000371,train,rocker,red,DNT,0.435937,0.631944,0.018338,exact_3,0.1898,DEF0000017995,INS0000143322,DNT,ROCKER,R4M,MAJOR,Y,45,442.0,831.7,439.3,0.9206
rocker_red_000409,train,rocker,red,SCR,0.392188,0.571528,0.004666,exact_3,0.1473,DEF0000003351,INS0000221640,SCR,ROCKER,R4M,MINOR,Y,15,67.97,717.6,574.2,0.9481
rocker_red_000457,train,rocker,red,GAP,0.492969,0.370833,0.026979,exact_3,0.1706,DEF0000018164,INS0001333045,GAP,ROCKER,R4M,CRITICAL,Y,60,291.69,672.1,51.9,0.8905
rocker_red_000563,train,rocker,red,ORG,0.159375,0.205556,0.013129,exact_3,0.048,DEF0000155066,INS0002529561,ORG,ROCKER,R4M,MINOR,N,20,319.03,371.3,133.1,0.9571
rocker_red_000563,train,rocker,red,ORG,0.597656,0.213889,0.018338,exact_3,0.2302,DEF0000163908,INS0002626195,ORG,ROCKER,R4M,MINOR,Y,20,485.92,957.7,267.1,0.9804
rocker_red_000563,train,rocker,red,PDR,0.179688,0.221528,0.00265,exact_3,0.1086,DEF0000122319,INS0002517578,PDR,ROCKER,R4M,MINOR,N,25,178.54,398.9,117.2,0.9517
rocker_red_000693,train,rocker,red,SCR,0.507031,0.279167,0.024844,exact_3,0.1082,DEF0000096999,INS0000671993,SCR,ROCKER,R4M,MINOR,Y,15,425.53,1153.2,227.9,0.9366
rocker_silver_000247,train,rocker,silver,DST,0.216406,0.639583,0.00224,exact_3,0.065,DEF0000087577,INS0000000024,DST,ROCKER,SWP,MINOR,N,10,26.71,584.9,621.2,0.8542
rocker_silver_000247,train,rocker,silver,PBB,0.765234,0.311111,0.006172,exact_3,0.0729,DEF0000093374,INS0001694093,PBB,ROCKER,SWP,MINOR,Y,30,433.72,1548.8,194.2,0.9775
rocker_silver_000247,train,rocker,silver,DNT,0.650781,0.229167,0.004171,exact_3,0.0417,DEF0000033240,INS0001788425,DNT,ROCKER,SWP,MAJOR,Y,45,23.22,1484.0,160.4,0.8517
rocker_silver_000305,train,rocker,silver,SCR,0.540234,0.093056,0.003411,exact_3,0.072,DEF0000028722,INS0001467678,SCR,ROCKER,SWP,MINOR,N,15,31.66,1098.4,121.2,0.9714
rocker_silver_000305,train,rocker,silver,PBB,0.279687,0.306944,0.001823,exact_3,0.079,DEF0000088341,INS0000853409,PBB,ROCKER,SWP,MINOR,N,30,38.07,613.3,181.3,0.8548
rocker_silver_000305,train,rocker,silver,SCR,0.822266,0.245139,0.005821,exact_3,0.0391,DEF0000087798,INS0000073251,SCR,ROCKER,SWP,MINOR,N,15,154.63,1827.1,216.9,0.884
rocker_silver_000318,train,rocker,silver,SCR,0.856641,0.453472,0.011991,exact_3,0.0637,DEF0000132157,INS0002529378,SCR,ROCKER,SWP,MINOR,N,15,304.76,1959.2,368.1,0.9432
rocker_silver_000370,train,rocker,silver,PBB,0.634766,0.372917,0.006768,exact_3,0.0902,DEF0000048805,INS0001142134,PBB,ROCKER,SWP,MINOR,N,30,457.12,1307.3,261.0,0.8564
rocker_silver_000370,train,rocker,silver,GAP,0.520703,0.721528,0.033076,exact_3,0.0993,DEF0000053537,INS0002287107,GAP,ROCKER,SWP,CRITICAL,Y,60,444.7,1175.6,759.1,0.9255
rocker_silver_000423,train,rocker,silver,SCR,0.364063,0.759028,0.004082,exact_3,0.0716,DEF0000157357,INS0001366272,SCR,ROCKER,SWP,MINOR,N,15,105.4,753.0,603.5,0.9179
rocker_silver_000424,train,rocker,silver,DNT,0.417969,0.609722,0.008403,exact_3,0.1509,DEF0000116243,INS0000138537,DNT,ROCKER,SWP,MAJOR,Y,45,181.69,1192.3,553.4,0.9495
rocker_silver_000435,train,rocker,silver,CRK,0.784375,0.542361,0.022467,exact_3,0.1547,DEF0000072563,INS0000513355,CRK,ROCKER,SWP,CRITICAL,Y,90,414.83,1704.1,313.4,0.9524
rocker_silver_000435,train,rocker,silver,SCR,0.275781,0.186111,0.006927,exact_3,0.0195,DEF0000090691,INS0001558212,SCR,ROCKER,SWP,MINOR,Y,15,196.31,448.9,125.5,0.9138
rocker_silver_000435,train,rocker,silver,SCR,0.892578,0.340278,0.019071,exact_3,0.0441,DEF0000015159,INS0001111291,SCR,ROCKER,SWP,MINOR,Y,15,391.44,1987.0,288.2,0.9408
rocker_silver_000498,train,rocker,silver,SCR,0.543359,0.6125,0.02681,exact_3,0.0852,DEF0000127822,INS0002298465,SCR,ROCKER,SWP,MINOR,N,15,460.75,1068.2,463.6,0.9678
rocker_silver_000639,train,rocker,silver,CRK,0.800781,0.50625,0.009154,exact_3,0.1275,DEF0000154643,INS0002592204,CRK,ROCKER,SWP,CRITICAL,Y,90,41.16,1533.5,466.8,0.9442
rocker_white_000023,train,rocker,white,PBB,0.110937,0.74375,0.002489,exact_3,0.2042,DEF0000019127,INS0001808634,PBB,ROCKER,P2W,MINOR,N,30,24.9,449.2,556.5,0.8626
rocker_white_000071,train,rocker,white,SCR,0.366797,0.061111,0.015373,exact_3,0.0642,DEF0000166459,INS0002152784,SCR,ROCKER,P2W,MINOR,Y,15,333.91,666.6,65.4,0.8597
rocker_white_000071,train,rocker,white,DNT,0.217969,0.25,0.01,exact_3,0.0688,DEF0000096557,INS0001728447,DNT,ROCKER,P2W,MAJOR,Y,45,233.67,378.5,172.3,0.9471
rocker_white_000071,train,rocker,white,ORG,0.809375,0.454167,0.01615,exact_3,0.113,DEF0000126386,INS0002097514,ORG,ROCKER,P2W,MINOR,Y,20,390.89,1524.7,367.1,0.8998
rocker_white_000088,train,rocker,white,GAP,0.507812,0.583333,0.026666,exact_3,0.0915,DEF0000064691,INS0000083052,GAP,ROCKER,P2W,CRITICAL,Y,60,274.92,916.6,654.8,0.8912
rocker_white_000198,train,rocker,white,DNT,0.403906,0.698611,0.004444,exact_3,0.0737,DEF0000078893,INS0002385105,DNT,ROCKER,P2W,MAJOR,Y,45,41.03,839.1,652.6,0.9084
rocker_white_000198,train,rocker,white,SCR,0.602344,0.348611,0.010959,exact_3,0.0471,DEF0000092666,INS0000798581,SCR,ROCKER,P2W,MINOR,N,15,292.15,1334.5,288.2,0.9857
rocker_white_000265,train,rocker,white,CRK,0.376953,0.279167,0.012949,exact_3,0.0126,DEF0000082360,INS0002526542,CRK,ROCKER,P2W,CRITICAL,Y,90,154.98,779.5,198.4,0.9454
rocker_white_000265,train,rocker,white,GAP,0.559766,0.472917,0.014024,exact_3,0.1202,DEF0000031424,INS0002050679,GAP,ROCKER,P2W,CRITICAL,Y,60,117.21,1518.0,259.1,0.9073
